position,number,name,birthday,draft status,goals,assists,+/-,shots,pims,fow,game ID,game date,team,game number,team goals,team assists,team shots,team pims,player age,season
D,5,"Reitz, Erik",1982-07-29 00:00:00,NHL - MIN (2000) Round: 6 (#170)   ,0,0,0,0,0,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,18.534246575342465, 2000-01 Regular Season
D,6,"Power, Aaron",1982-02-04 00:00:00,Undrafted,0,0,+2,0,8,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,19.013698630136986, 2000-01 Regular Season
D,7,"Hill, Ed",1980-10-24 00:00:00,NHL - NSH (1999) Round: 2 (#61)   ,0,1,+3,0,0,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,20.295890410958904, 2000-01 Regular Season
LW,9,"Down, Blaine",1982-07-16 00:00:00,Undrafted,1,1,+3,0,0,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,18.56986301369863, 2000-01 Regular Season
C,10,"Sullivan, Brent",1981-03-22 00:00:00,Undrafted,1,0,+1,0,0,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,19.887671232876713, 2000-01 Regular Season
C,14,"Tenute, Joey",1983-04-02 00:00:00,NHL - NJ (2003) Round: 8 (#261)   ,1,1,+3,0,0,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,17.85753424657534, 2000-01 Regular Season
D,15,"Branham, Tim",1981-05-10 00:00:00,NHL - VAN (2000) Round: 3 (#93)   ,0,0,+4,0,2,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,19.753424657534246, 2000-01 Regular Season
RW,16,"Morris, Steven",1982-05-23 00:00:00,Undrafted,0,2,+2,0,0,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,18.71780821917808, 2000-01 Regular Season
D,18,"Hanchuck, Tyler",1982-02-07 00:00:00,NHL - MTL (2000) Round: 3 (#79)   ,0,0,+3,0,0,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,19.005479452054793, 2000-01 Regular Season
RW,19,"Clair, Fraser",1981-01-07 00:00:00,Undrafted,0,0,+2,0,0,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,20.09041095890411, 2000-01 Regular Season
LW,20,"Posillico, Neil",1982-08-05 00:00:00,Undrafted,1,1,+1,0,0,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,18.515068493150686, 2000-01 Regular Season
C,27,"Fryia, Shayne",1981-12-30 00:00:00,Undrafted,1,1,+3,0,2,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,19.112328767123287, 2000-01 Regular Season
C,28,"Dzieduszycki, Matthew",1980-04-08 00:00:00,Undrafted,2,0,+2,0,0,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,20.84109589041096, 2000-01 Regular Season
RW,32,"Henderson, Mike",1980-11-22 00:00:00,Undrafted,1,2,+4,0,0,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,20.216438356164385, 2000-01 Regular Season
C,34,"Grennier, Matt",1983-03-20 00:00:00,Undrafted,0,0,0,0,2,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,17.893150684931506, 2000-01 Regular Season
RW,35,"Bakrlik, Frantisek",1983-06-02 00:00:00,Undrafted,1,1,+1,0,4,0/0,8834,2001-02-04 02:00:00,Barrie,0,9,10,0,18,17.69041095890411, 2000-01 Regular Season
D,2,"Jarrett, Cole",1983-01-04 00:00:00,NHL - CBJ (2001) Round: 5 (#141)   ,0,0,0,0,2,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,18.0986301369863, 2000-01 Regular Season
D,3,"Robichaud, Andre",1981-04-16 00:00:00,Undrafted,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,19.81917808219178, 2000-01 Regular Season
D,4,"Newman, Jared",1982-03-07 00:00:00,NHL - CAR (2000) Round: 4 (#110)   ,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,18.92876712328767, 2000-01 Regular Season
D,5,"Kiser, Nate",1982-05-04 00:00:00,NHL - PHX (2000) Round: 5 (#160)   ,0,0,0,0,5,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,18.76986301369863, 2000-01 Regular Season
C,6,"Stewart, Karl",1983-06-30 00:00:00,Undrafted,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,17.613698630136987, 2000-01 Regular Season
D,7,"O'Keefe, Ryan",1980-02-05 00:00:00,Undrafted,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,21.013698630136986, 2000-01 Regular Season
C,8,"Campbell, Gregory",1983-12-17 00:00:00,NHL - FLA (2002) Round: 3 (#67)   ,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,17.147945205479452, 2000-01 Regular Season
C,9,"Weiss, Stephen",1983-04-03 00:00:00,NHL - FLA (2001) Round: 1 (#4)   ,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,17.854794520547944, 2000-01 Regular Season
LW,12,"Vernarsky, Kristopher",1982-04-05 00:00:00,NHL - TOR (2000) Round: 2 (#51)   ,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,18.84931506849315, 2000-01 Regular Season
LW,13,"Ramsay, James",1981-02-24 00:00:00,Undrafted,0,0,0,0,2,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,19.958904109589042, 2000-01 Regular Season
LW,15,"Surma, Damian",1981-01-22 00:00:00,NHL - CAR (1999) Round: 6 (#174)   ,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,20.04931506849315, 2000-01 Regular Season
RW,17,"LaRose, Chad",1982-03-27 00:00:00,Undrafted,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,18.873972602739727, 2000-01 Regular Season
LW,19,"Kurka, Tomas",1981-12-14 00:00:00,NHL - CAR (2000) Round: 2 (#32)   ,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,19.156164383561645, 2000-01 Regular Season
D,20,"Wisniewski, James",1984-02-24 00:00:00,NHL - CHI (2002) Round: 5 (#156)   ,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,16.958904109589042, 2000-01 Regular Season
C,22,"Britstone, Stacey",1980-04-11 00:00:00,Undrafted,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,20.832876712328765, 2000-01 Regular Season
C,23,"Mizzi, Preston",1980-12-22 00:00:00,NHL - PHX (1999) Round: 4 (#123)   ,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,20.134246575342466, 2000-01 Regular Season
C,24,"McBride, Bob",1982-07-30 00:00:00,Undrafted,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,18.53150684931507, 2000-01 Regular Season
RW,27,"Wiseman, Chad",1981-03-25 00:00:00,NHL - SJ (2000) Round: 8 (#246)   ,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Plymouth,0,0,0,0,9,19.87945205479452, 2000-01 Regular Season
D,2,"Zavoral, Vaclav",1981-05-22 00:00:00,NHL - TOR (1999) Round: 5 (#151)   ,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,19.720547945205478, 2000-01 Regular Season
D,3,"Martin, Chris",1983-08-02 00:00:00,Undrafted,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,17.523287671232875, 2000-01 Regular Season
D,5,"VanBallegooie, Dustin",1983-03-25 00:00:00,Undrafted,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,17.87945205479452, 2000-01 Regular Season
D,6,"Daley, Trevor",1983-10-09 00:00:00,NHL - DAL (2002) Round: 2 (#43)   ,0,1,0,0,2,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,17.336986301369862, 2000-01 Regular Season
LW,7,"Richards, Jeff",1981-09-17 00:00:00,Undrafted,0,1,0,0,0,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,19.397260273972602, 2000-01 Regular Season
RW,8,"Melinko, Mike",1983-02-14 00:00:00,Undrafted,0,0,0,0,2,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,17.986301369863014, 2000-01 Regular Season
LW,9,"Neufeld, Kyle",1983-08-28 00:00:00,Undrafted,0,0,0,0,2,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,17.45205479452055, 2000-01 Regular Season
C,14,"Lamesse, Patrick",1983-03-19 00:00:00,Undrafted,1,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,17.895890410958906, 2000-01 Regular Season
RW,16,"Ilijow, Troy",1982-08-25 00:00:00,Undrafted,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,18.46027397260274, 2000-01 Regular Season
LW,17,"Bonda, Martin",1982-07-13 00:00:00,Undrafted,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,18.578082191780823, 2000-01 Regular Season
LW,21,"Wailes, Kyle",1983-10-19 00:00:00,Undrafted,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,17.30958904109589, 2000-01 Regular Season
LW,22,"Nolan, Alan",1983-07-06 00:00:00,Undrafted,0,0,0,0,5,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,17.5972602739726, 2000-01 Regular Season
LW,23,"Weistche, Ryan",1982-03-28 00:00:00,Undrafted,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,18.87123287671233, 2000-01 Regular Season
D,24,"Ballantyne, Paul",1982-07-16 00:00:00,NHL - DET (2000) Round: 6 (#196)   ,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,18.56986301369863, 2000-01 Regular Season
RW,25,"Trudell, Brett",1984-02-15 00:00:00,Undrafted,0,0,0,0,0,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,16.983561643835618, 2000-01 Regular Season
D,26,"Swanson, Jeremy",1984-06-21 00:00:00,NHL - FLA (2002) Round: 6 (#169)   ,0,0,0,0,2,0/0,8835,2001-02-04 06:00:00,Sault Ste. Marie,0,1,2,0,13,16.635616438356163, 2000-01 Regular Season
LD,2,"Desmarais, Denis",1899-12-30 00:00:00,Undrafted,0,0,0,0,0,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
RD,4,"Michalek, Zbynek",1899-12-30 00:00:00,Undrafted,1,0,+1,0,2,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
LW,6,"Payette, Mathieu",1899-12-30 00:00:00,Undrafted,0,0,0,0,2,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
LD,8,"Lessard, Jonathan",1899-12-30 00:00:00,Undrafted,0,0,0,0,4,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
LD,9,"Bellemarre, Jonathan",1899-12-30 00:00:00,Undrafted,1,2,+1,0,0,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
C,11,"Quessy, Anthony",1899-12-30 00:00:00,Undrafted,0,1,+1,0,0,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
LW,13,"Chicoine, David",1899-12-30 00:00:00,Undrafted,0,1,0,0,0,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
C,15,"Lefrancois, Gilbert",1899-12-30 00:00:00,Undrafted,0,0,0,0,0,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
RW,19,"Vrbata, Radim",1899-12-30 00:00:00,Undrafted,1,1,-1,0,2,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
LW,20,"Noiseux, Yannick",1899-12-30 00:00:00,Undrafted,0,0,0,0,2,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
RD,21,"Bergreon, Marc-Andre",1899-12-30 00:00:00,Undrafted,0,2,-1,0,0,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
C,22,"Cuddihy, Jimmy",1899-12-30 00:00:00,Undrafted,0,0,0,0,0,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
LD,23,"Bergin, Kevin",1899-12-30 00:00:00,Undrafted,1,0,+1,0,0,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
LW,28,"Gagnon, Francois",1899-12-30 00:00:00,Undrafted,0,0,0,0,0,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
LD,36,"David, Jean-Francois",1899-12-30 00:00:00,Undrafted,0,0,0,0,0,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
RW,41,"Menard-Burrows, Alexandre",1899-12-30 00:00:00,Undrafted,0,0,0,0,2,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
C,61,"Forget, Dominic",1899-12-30 00:00:00,Undrafted,1,2,-1,0,0,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
LW,63,"Ettinger, Trevor",1899-12-30 00:00:00,Undrafted,0,1,-1,0,0,0/0,8836,2001-02-04 02:00:00,Shawinigan,0,5,10,0,14,101.16712328767123, 2000-01 Regular Season
D,3,"Hedberg, Jon",1982-04-17 00:00:00,Undrafted,0,0,-1,0,0,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,18.816438356164383, 2000-01 Regular Season
D,5,"Larochelle, Eric",1984-07-07 00:00:00,Undrafted,0,0,0,0,0,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,16.59178082191781, 2000-01 Regular Season
D,7,"Spence, Richard",1981-03-25 00:00:00,Undrafted,0,0,0,0,6,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,19.87945205479452, 2000-01 Regular Season
LW,8,"Healy, Ryan",1981-03-10 00:00:00,Undrafted,0,1,+1,0,0,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,19.92054794520548, 2000-01 Regular Season
C,10,"Johnson, Jamie",1982-01-23 00:00:00,Undrafted,0,0,0,0,0,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,19.046575342465754, 2000-01 Regular Season
LW,11,"Shtefan, Pavel",1980-03-26 00:00:00,Undrafted,0,2,+1,0,0,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,20.876712328767123, 2000-01 Regular Season
C,12,"Walford, Brad",1982-03-10 00:00:00,Undrafted,1,0,+1,0,0,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,18.92054794520548, 2000-01 Regular Season
LW,14,"Montgomery, Pat",1982-08-06 00:00:00,Undrafted,0,0,-2,0,12,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,18.512328767123286, 2000-01 Regular Season
RW,16,"Stefanski, Sean",1983-09-10 00:00:00,Undrafted,0,1,+1,0,2,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,17.416438356164385, 2000-01 Regular Season
C,17,"Kozoriz, John",1981-03-16 00:00:00,Undrafted,0,0,0,0,0,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,19.904109589041095, 2000-01 Regular Season
LW,20,"Rice, Mike",1982-02-01 00:00:00,Undrafted,0,0,0,0,2,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,19.02191780821918, 2000-01 Regular Season
C,21,"Minard, Chris",1981-11-18 00:00:00,Undrafted,0,0,0,0,0,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,19.22739726027397, 2000-01 Regular Season
C,23,"Nolan, Brandon",1983-07-18 00:00:00,NHL - NJ (2001) Round: 3 (#72)   ,1,0,0,0,0,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,17.564383561643837, 2000-01 Regular Season
D,24,"Mitchell, Kevin",1980-06-05 00:00:00,NHL - CGY (1998) Round: 9 (#234)   ,0,0,-1,0,12,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,20.682191780821917, 2000-01 Regular Season
LW,25,"Eager, Ben",1984-01-22 00:00:00,NHL - PHX (2002) Round: 1 (#23)   ,0,0,0,0,0,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,17.04931506849315, 2000-01 Regular Season
D,26,"Ranger, Paul",1984-09-12 00:00:00,NHL - TB (2002) Round: 6 (#183)   ,0,0,+1,0,0,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,16.40821917808219, 2000-01 Regular Season
C,28,"Whelan, Tobias",1983-10-28 00:00:00,Undrafted,0,0,-1,0,0,0/0,8836,2001-02-04 02:00:00,Oshawa,0,2,4,0,34,17.284931506849315, 2000-01 Regular Season
RW,2,"Warkus, T.J.",1981-09-09 00:00:00,Undrafted,0,0,0,0,2,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,19.41917808219178, 2000-01 Regular Season
D,4,"Hicks, Jason",1983-10-06 00:00:00,Undrafted,0,0,-1,0,0,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,17.345205479452055, 2000-01 Regular Season
D,5,"Brekelmans, Corey",1981-07-11 00:00:00,Undrafted,0,0,0,0,2,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,19.583561643835615, 2000-01 Regular Season
RW,8,"Vaillaincourt, Mike",1981-05-04 00:00:00,Undrafted,0,0,-1,0,0,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,19.76986301369863, 2000-01 Regular Season
D,12,"Reznicek, Ladislav",1983-12-27 00:00:00,Undrafted,0,0,0,0,0,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,17.12054794520548, 2000-01 Regular Season
D,13,"Semenov, Alexei",1981-04-10 00:00:00,NHL - EDM (1999) Round: 2 (#36)   ,1,0,0,0,0,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,19.835616438356166, 2000-01 Regular Season
D,14,"Starling, Chad",1980-09-16 00:00:00,NHL - STL (1999) Round: 4 (#114)   ,0,0,0,0,2,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,20.4, 2000-01 Regular Season
D,15,"Jancevski, Dan",1981-06-15 00:00:00,NHL - DAL (1999) Round: 2 (#66)   ,0,1,-1,0,2,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,19.654794520547945, 2000-01 Regular Season
C,16,"MacKenzie, Derek",1981-06-11 00:00:00,NHL - ATL (1999) Round: 5 (#128)   ,0,1,0,0,0,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,19.665753424657535, 2000-01 Regular Season
LW,18,"Connell, Jerry",1981-02-25 00:00:00,Undrafted,0,1,0,0,0,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,19.956164383561642, 2000-01 Regular Season
C,19,"Ellis, Steven",1982-06-12 00:00:00,Undrafted,0,0,0,0,0,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,18.663013698630138, 2000-01 Regular Season
LW,21,"Prawdzik, Walter",1983-03-21 00:00:00,Undrafted,0,0,0,0,4,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,17.89041095890411, 2000-01 Regular Season
C,22,"Jaspers, Jason",1981-04-08 00:00:00,NHL - PHX (1999) Round: 3 (#71)   ,1,1,-1,0,0,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,19.84109589041096, 2000-01 Regular Season
D,24,"Kivell, Drew",1983-02-04 00:00:00,Undrafted,0,0,0,0,4,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,18.013698630136986, 2000-01 Regular Season
LW,27,"Kotsopoulos, Tom",1981-01-01 00:00:00,Undrafted,0,0,0,0,2,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,20.106849315068494, 2000-01 Regular Season
LW,32,"Gratton, Josh",1982-09-09 00:00:00,Undrafted,0,0,-1,0,0,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,18.41917808219178, 2000-01 Regular Season
LW,81,"Fedorov, Fedor",1981-06-11 00:00:00,NHL - TB (1999) Round: 6 (#182)   ,0,0,0,0,2,0/0,8837,2001-02-04 02:00:00,Sudbury,0,2,4,0,20,19.665753424657535, 2000-01 Regular Season
D,3,"Wood, Dustin",1981-05-21 00:00:00,Undrafted,0,0,0,0,2,0/0,8837,2001-02-04 02:00:00,Peterborough,0,1,2,0,22,19.723287671232878, 2000-01 Regular Season
RW,5,"Brioux, John",1980-01-25 00:00:00,Undrafted,1,0,+1,0,0,0/0,8837,2001-02-04 02:00:00,Peterborough,0,1,2,0,22,21.043835616438358, 2000-01 Regular Season
D,6,"Foster, Kurtis",1981-11-24 00:00:00,NHL - CGY (2000) Round: 2 (#40)   ,0,0,0,0,0,0/0,8837,2001-02-04 02:00:00,Peterborough,0,1,2,0,22,19.21095890410959, 2000-01 Regular Season
RW,9,"Chamberlain, Jamie",1981-08-02 00:00:00,NHL - DAL (1999) Round: 9 (#265)   ,0,0,0,0,2,0/0,8837,2001-02-04 02:00:00,Peterborough,0,1,2,0,22,19.523287671232875, 2000-01 Regular Season
RW,10,"Howse, Jon",1983-09-04 00:00:00,Undrafted,0,0,+1,0,0,0/0,8837,2001-02-04 02:00:00,Peterborough,0,1,2,0,22,17.432876712328767, 2000-01 Regular Season
D,11,"Card, Ryan",1984-02-18 00:00:00,Undrafted,0,0,0,0,0,0/0,8837,2001-02-04 02:00:00,Peterborough,0,1,2,0,22,16.975342465753425, 2000-01 Regular Season
C,12,"Staal, Eric",1984-10-29 00:00:00,NHL - CAR (2003) Round: 1 (#2)   ,0,0,0,0,2,0/0,8837,2001-02-04 02:00:00,Peterborough,0,1,2,0,22,16.279452054794522, 2000-01 Regular Season
