position,number,name,birthday,draft status,goals,assists,+/-,shots,pims,fow,game ID,game date,team,game number,team goals,team assists,team shots,team pims,player age,season
LW,20,"Stefishen, Adam",1982-06-07 00:00:00,Undrafted,0,0,0,0,0,0/0,23638,2000-12-15 19:00:00,Prince George,298,5,9,5,11,18.53698630136986, 2000-2001 WHL Season
LW,22,"Allan, Brett",1980-09-08 00:00:00,Undrafted,0,0,-1,0,4,0/0,23638,2000-12-15 19:00:00,Prince George,298,5,9,5,11,20.28219178082192, 2000-2001 WHL Season
C,24,"Eagles, Travis",1981-05-05 00:00:00,Undrafted,0,0,-1,0,0,0/0,23638,2000-12-15 19:00:00,Prince George,298,5,9,5,11,19.627397260273973, 2000-2001 WHL Season
LW,26,"Boogaard, Derek",no birthday,Undrafted,0,0,0,0,5,0/0,23638,2000-12-15 19:00:00,Prince George,298,5,9,5,11,no birthday, 2000-2001 WHL Season
RW,27,"Cox, Justin",1981-03-13 00:00:00,Undrafted,1,2,+2,1,0,0/0,23638,2000-12-15 19:00:00,Prince George,298,5,9,5,11,19.77260273972603, 2000-2001 WHL Season
C,28,"Robson, Blake",1982-03-31 00:00:00,Undrafted,1,3,0,1,0,0/0,23638,2000-12-15 19:00:00,Prince George,298,5,9,5,11,18.723287671232878, 2000-2001 WHL Season
D,2,"Heid, Chris",1983-03-14 00:00:00,Undrafted,0,0,+1,0,0,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,17.77260273972603, 2000-2001 WHL Season
D,4,"Ovington, Chris",1980-08-15 00:00:00,Undrafted,0,2,+2,0,0,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,20.350684931506848, 2000-2001 WHL Season
D,5,"Barr, Chris",1982-04-12 00:00:00,Undrafted,0,0,-2,0,2,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,18.693150684931506, 2000-2001 WHL Season
D,7,"Mann, Stephen",1983-08-28 00:00:00,Undrafted,0,1,0,0,0,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,17.315068493150687, 2000-2001 WHL Season
C,10,"Cote, Brandin",1981-04-21 00:00:00,Undrafted,1,0,+1,1,0,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,19.66849315068493, 2000-2001 WHL Season
D,11,"Wallin, Mason",1982-05-19 00:00:00,Undrafted,0,1,+1,0,2,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,18.59178082191781, 2000-2001 WHL Season
RW,12,"Horman, Barry",1984-07-07 00:00:00,Undrafted,0,0,0,0,0,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,16.454794520547946, 2000-2001 WHL Season
C,14,"Smith, Tim",1981-07-21 00:00:00,Undrafted,1,0,+2,1,4,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,19.41917808219178, 2000-2001 WHL Season
C,17,"Kehler, Joff",1983-06-14 00:00:00,Undrafted,1,0,+1,1,0,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,17.52054794520548, 2000-2001 WHL Season
C,18,"Lipka, Ratislav",1983-05-09 00:00:00,Undrafted,0,0,-1,0,0,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,17.61917808219178, 2000-2001 WHL Season
C,20,"Schell, Brad",1984-08-05 00:00:00,Undrafted,0,0,-1,0,0,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,16.375342465753423, 2000-2001 WHL Season
D,21,"Boychuk, David",1981-07-16 00:00:00,Undrafted,0,0,-1,0,5,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,19.432876712328767, 2000-2001 WHL Season
LW,23,"Thorpe, Ryan",1981-02-06 00:00:00,Undrafted,0,0,-1,0,0,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,19.87123287671233, 2000-2001 WHL Season
LW,25,"Desautels, Jevon",1984-03-15 00:00:00,Undrafted,0,0,-1,0,0,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,16.767123287671232, 2000-2001 WHL Season
C,26,"Keller, Justin K.",1983-01-14 00:00:00,Undrafted,0,0,0,0,0,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,17.934246575342467, 2000-2001 WHL Season
C,27,"Loyns, Lynn",1981-02-21 00:00:00,Undrafted,0,1,+1,0,2,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,19.83013698630137, 2000-2001 WHL Season
LW,28,"Krymusa, Tim",1982-01-23 00:00:00,Undrafted,0,0,0,0,2,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,18.90958904109589, 2000-2001 WHL Season
D,34,"Sauer, Kurt",1981-01-16 00:00:00,Undrafted,0,0,-1,0,2,0/0,23639,2000-12-16 19:00:00,Spokane,306,3,5,3,19,19.92876712328767, 2000-2001 WHL Season
D,6,"Gionet, Aaron",1982-06-28 00:00:00,Undrafted,0,0,+2,0,6,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,18.482191780821918, 2000-2001 WHL Season
D,7,"Morrisonn, Shaone",no birthday,Undrafted,0,0,-1,0,0,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,no birthday, 2000-2001 WHL Season
C,9,"Rooneem, Mark",1983-01-09 00:00:00,Undrafted,0,0,0,0,0,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,17.947945205479453, 2000-2001 WHL Season
C,10,"Hobson, Jonathan",1980-03-09 00:00:00,Undrafted,1,0,-1,1,2,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,20.786301369863015, 2000-2001 WHL Season
C,16,"Christensen, Erik",1983-12-17 00:00:00,Undrafted,0,0,0,0,0,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,17.01095890410959, 2000-2001 WHL Season
LW,17,"Ladobruk, Kyle",1983-02-18 00:00:00,Undrafted,0,0,+1,0,0,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,17.838356164383562, 2000-2001 WHL Season
C,18,"Krestanovich, Derek",1983-04-29 00:00:00,Undrafted,0,0,0,0,2,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,17.646575342465752, 2000-2001 WHL Season
C,19,"Upshall, Scott",no birthday,Undrafted,1,0,+1,1,2,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,no birthday, 2000-2001 WHL Season
D,21,"Sloan, Tyler",1981-03-15 00:00:00,Undrafted,0,0,0,0,0,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,19.76986301369863, 2000-2001 WHL Season
D,22,"Elliott, Paul",1980-06-02 00:00:00,Undrafted,0,2,0,0,0,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,20.553424657534247, 2000-2001 WHL Season
D,23,"Seder, Conlan",1984-05-01 00:00:00,Undrafted,0,0,-1,0,0,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,16.638356164383563, 2000-2001 WHL Season
D,24,"Boldt, Tyler",1984-01-03 00:00:00,Undrafted,0,0,+1,0,0,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,16.964383561643835, 2000-2001 WHL Season
LW,25,"Gross, Gable",1981-02-24 00:00:00,Undrafted,0,1,-1,0,0,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,19.82191780821918, 2000-2001 WHL Season
RW,27,"Panov, Konstantin",1980-06-29 00:00:00,Undrafted,0,0,0,0,4,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,20.47945205479452, 2000-2001 WHL Season
RW,28,"Orr, Colton",1982-03-03 00:00:00,Undrafted,0,0,-1,0,5,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,18.802739726027397, 2000-2001 WHL Season
C,32,"Lukin, Jarret",1984-01-24 00:00:00,Undrafted,1,0,+1,1,0,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,16.90684931506849, 2000-2001 WHL Season
C,34,"Aulin, Jared",no birthday,Undrafted,0,0,-2,0,0,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,no birthday, 2000-2001 WHL Season
LW,38,"Brandreth, Pat",1984-03-06 00:00:00,Undrafted,0,1,+1,0,2,0/0,23639,2000-12-16 19:00:00,Kamloops,306,3,4,3,23,16.791780821917808, 2000-2001 WHL Season
D,2,"Heid, Chris",1983-03-14 00:00:00,Undrafted,0,0,-1,0,12,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,17.81095890410959, 2000-2001 WHL Season
D,4,"Ovington, Chris",1980-08-15 00:00:00,Undrafted,0,0,+1,0,17,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,20.389041095890413, 2000-2001 WHL Season
D,5,"Barr, Chris",1982-04-12 00:00:00,Undrafted,0,0,+1,0,4,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,18.731506849315068, 2000-2001 WHL Season
D,7,"Mann, Stephen",1983-08-28 00:00:00,Undrafted,0,0,-1,0,0,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,17.353424657534248, 2000-2001 WHL Season
C,9,"Lucky, Jeff",1983-03-17 00:00:00,Undrafted,0,0,0,0,7,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,17.802739726027397, 2000-2001 WHL Season
C,10,"Cote, Brandin",1981-04-21 00:00:00,Undrafted,0,0,-2,0,12,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,19.706849315068492, 2000-2001 WHL Season
D,11,"Wallin, Mason",1982-05-19 00:00:00,Undrafted,0,0,+1,0,2,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,18.63013698630137, 2000-2001 WHL Season
RW,12,"Horman, Barry",1984-07-07 00:00:00,Undrafted,0,0,0,0,0,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,16.493150684931507, 2000-2001 WHL Season
C,14,"Smith, Tim",1981-07-21 00:00:00,Undrafted,0,1,0,0,9,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,19.457534246575342, 2000-2001 WHL Season
LW,16,"Thompson, Shawn",1980-05-28 00:00:00,Undrafted,0,0,-1,0,0,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,20.605479452054794, 2000-2001 WHL Season
C,17,"Kehler, Joff",1983-06-14 00:00:00,Undrafted,1,0,+1,1,4,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,17.55890410958904, 2000-2001 WHL Season
C,18,"Lipka, Ratislav",1983-05-09 00:00:00,Undrafted,0,0,0,0,0,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,17.65753424657534, 2000-2001 WHL Season
D,21,"Boychuk, David",1981-07-16 00:00:00,Undrafted,0,0,-2,0,10,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,19.471232876712328, 2000-2001 WHL Season
LW,23,"Thorpe, Ryan",1981-02-06 00:00:00,Undrafted,0,0,-2,0,2,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,19.90958904109589, 2000-2001 WHL Season
C,26,"Keller, Justin K.",1983-01-14 00:00:00,Undrafted,0,0,0,0,0,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,17.972602739726028, 2000-2001 WHL Season
C,27,"Loyns, Lynn",1981-02-21 00:00:00,Undrafted,0,0,-1,0,0,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,19.86849315068493, 2000-2001 WHL Season
LW,28,"Krymusa, Tim",1982-01-23 00:00:00,Undrafted,0,0,-2,0,0,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,18.947945205479453, 2000-2001 WHL Season
D,34,"Sauer, Kurt",1981-01-16 00:00:00,Undrafted,0,0,-2,0,0,0/0,23640,2000-12-30 19:00:00,Spokane,336,1,1,1,79,19.96712328767123, 2000-2001 WHL Season
D,2,"Feniak, Jeff",1981-01-31 00:00:00,Undrafted,0,0,-1,0,16,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,19.926027397260274, 2000-2001 WHL Season
D,4,"DeSousa, Andrew",1983-01-28 00:00:00,Undrafted,0,0,-1,0,7,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,17.934246575342467, 2000-2001 WHL Season
D,6,"Zanon, Brad",1983-04-29 00:00:00,Undrafted,1,0,+3,1,10,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,17.684931506849313, 2000-2001 WHL Season
D,7,"Barker, Dustin",no birthday,Undrafted,0,0,+3,0,0,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,no birthday, 2000-2001 WHL Season
LW,10,"Kilgour, Ben",1982-04-02 00:00:00,Undrafted,2,1,+2,2,4,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,18.75890410958904, 2000-2001 WHL Season
C,16,"Evans, Blake",1980-07-02 00:00:00,Undrafted,0,1,0,0,4,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,20.50958904109589, 2000-2001 WHL Season
C,17,"Hansen, Justin",1980-06-11 00:00:00,Undrafted,0,0,0,0,0,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,20.567123287671233, 2000-2001 WHL Season
RW,18,"Clark, Eric",1982-04-19 00:00:00,Undrafted,0,1,+1,0,10,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,18.71232876712329, 2000-2001 WHL Season
D,19,"Johnson, Colin",1982-03-12 00:00:00,Undrafted,0,0,0,0,0,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,18.816438356164383, 2000-2001 WHL Season
RW,20,"Lee, Mike",1980-05-22 00:00:00,Undrafted,0,0,0,0,2,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,20.621917808219177, 2000-2001 WHL Season
C,21,"Johansson, Eric",1982-01-07 00:00:00,Undrafted,0,2,+2,0,4,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,18.991780821917807, 2000-2001 WHL Season
D,22,"Curry, Sean",1982-04-29 00:00:00,Undrafted,0,0,0,0,0,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,18.684931506849313, 2000-2001 WHL Season
LW,24,"Mirasty, Jon",1982-04-06 00:00:00,Undrafted,0,0,0,0,10,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,18.747945205479454, 2000-2001 WHL Season
RW,25,"Davidson, Andrew",no birthday,Undrafted,0,0,0,0,2,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,no birthday, 2000-2001 WHL Season
LW,29,"Liba, Martin",1983-07-08 00:00:00,Undrafted,0,0,0,0,0,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,17.493150684931507, 2000-2001 WHL Season
RW,32,"May, Darrell",1984-02-28 00:00:00,Undrafted,0,0,-1,0,10,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,16.84931506849315, 2000-2001 WHL Season
C,37,"Cameron, Jordan",1982-03-25 00:00:00,Undrafted,1,1,+1,1,12,0/0,23640,2000-12-30 19:00:00,Tri-City,336,4,6,4,91,18.78082191780822, 2000-2001 WHL Season
D,2,"Heid, Chris",1983-03-14 00:00:00,Undrafted,0,0,-1,0,2,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,17.82191780821918, 2000-2001 WHL Season
D,3,"Perry, Craig",1982-03-10 00:00:00,Undrafted,0,0,0,0,2,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,18.832876712328765, 2000-2001 WHL Season
D,4,"Ovington, Chris",1980-08-15 00:00:00,Undrafted,0,0,+1,0,5,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,20.4, 2000-2001 WHL Season
D,5,"Barr, Chris",1982-04-12 00:00:00,Undrafted,0,1,+1,0,2,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,18.742465753424657, 2000-2001 WHL Season
D,7,"Mann, Stephen",1983-08-28 00:00:00,Undrafted,0,0,-2,0,0,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,17.364383561643837, 2000-2001 WHL Season
C,9,"Lucky, Jeff",1983-03-17 00:00:00,Undrafted,1,0,0,1,0,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,17.813698630136987, 2000-2001 WHL Season
C,10,"Cote, Brandin",1981-04-21 00:00:00,Undrafted,0,1,0,0,10,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,19.71780821917808, 2000-2001 WHL Season
D,11,"Wallin, Mason",1982-05-19 00:00:00,Undrafted,1,1,0,1,2,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,18.64109589041096, 2000-2001 WHL Season
RW,12,"Horman, Barry",1984-07-07 00:00:00,Undrafted,0,0,-1,0,0,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,16.504109589041096, 2000-2001 WHL Season
C,14,"Smith, Tim",1981-07-21 00:00:00,Undrafted,1,0,-1,1,2,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,19.46849315068493, 2000-2001 WHL Season
LW,16,"Thompson, Shawn",1980-05-28 00:00:00,Undrafted,0,0,0,0,15,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,20.616438356164384, 2000-2001 WHL Season
C,17,"Kehler, Joff",1983-06-14 00:00:00,Undrafted,0,0,-1,0,0,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,17.56986301369863, 2000-2001 WHL Season
C,18,"Lipka, Ratislav",1983-05-09 00:00:00,Undrafted,0,1,+1,0,0,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,17.66849315068493, 2000-2001 WHL Season
D,21,"Boychuk, David",1981-07-16 00:00:00,Undrafted,0,0,+1,0,0,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,19.482191780821918, 2000-2001 WHL Season
LW,23,"Thorpe, Ryan",1981-02-06 00:00:00,Undrafted,0,0,0,0,0,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,19.92054794520548, 2000-2001 WHL Season
C,26,"Keller, Justin K.",1983-01-14 00:00:00,Undrafted,1,0,+1,1,0,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,17.983561643835618, 2000-2001 WHL Season
C,27,"Loyns, Lynn",1981-02-21 00:00:00,Undrafted,0,0,-1,0,2,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,19.87945205479452, 2000-2001 WHL Season
LW,28,"Krymusa, Tim",1982-01-23 00:00:00,Undrafted,0,0,+1,0,0,0/0,23641,2001-01-03 19:00:00,Spokane,348,4,4,4,42,18.958904109589042, 2000-2001 WHL Season
D,4,"Love, Mitch",1984-06-14 00:00:00,Undrafted,1,0,+1,1,14,0/0,23641,2001-01-03 19:00:00,Moose Jaw,348,7,10,7,64,16.567123287671233, 2000-2001 WHL Season
D,5,"Engelland, Deryk",1982-04-03 00:00:00,Undrafted,0,0,0,0,17,0/0,23641,2001-01-03 19:00:00,Moose Jaw,348,7,10,7,64,18.767123287671232, 2000-2001 WHL Season
D,6,"Paetsch, Nathan",1983-03-30 00:00:00,Undrafted,1,2,-1,1,2,0/0,23641,2001-01-03 19:00:00,Moose Jaw,348,7,10,7,64,17.778082191780822, 2000-2001 WHL Season
LW,7,"Mitchell, Bobby Chad",1982-04-18 00:00:00,Undrafted,0,1,-1,0,2,0/0,23641,2001-01-03 19:00:00,Moose Jaw,348,7,10,7,64,18.726027397260275, 2000-2001 WHL Season
C,11,"Laich, Brooks",1983-06-23 00:00:00,Undrafted,0,1,+1,0,0,0/0,23641,2001-01-03 19:00:00,Moose Jaw,348,7,10,7,64,17.545205479452054, 2000-2001 WHL Season
RW,12,"Crampton, Steven",1982-04-12 00:00:00,Undrafted,0,0,-1,0,5,0/0,23641,2001-01-03 19:00:00,Moose Jaw,348,7,10,7,64,18.742465753424657, 2000-2001 WHL Season
C,14,"Sutherby, Brian",1982-03-01 00:00:00,Undrafted,3,1,0,3,4,0/0,23641,2001-01-03 19:00:00,Moose Jaw,348,7,10,7,64,18.85753424657534, 2000-2001 WHL Season
D,15,"Mamachev, Renat",1983-03-31 00:00:00,Undrafted,0,0,0,0,0,0/0,23641,2001-01-03 19:00:00,Moose Jaw,348,7,10,7,64,17.775342465753425, 2000-2001 WHL Season
RW,16,"Limpright, Shawn",1981-07-06 00:00:00,Undrafted,0,1,-1,0,10,0/0,23641,2001-01-03 19:00:00,Moose Jaw,348,7,10,7,64,19.50958904109589, 2000-2001 WHL Season
D,18,"Anderson, Harlan",1982-10-17 00:00:00,Undrafted,0,0,-1,0,0,0/0,23641,2001-01-03 19:00:00,Moose Jaw,348,7,10,7,64,18.22739726027397, 2000-2001 WHL Season
C,19,"Thompson, Jarrett",1980-01-26 00:00:00,Undrafted,0,2,-1,0,2,0/0,23641,2001-01-03 19:00:00,Moose Jaw,348,7,10,7,64,20.953424657534246, 2000-2001 WHL Season
C,20,"Bararuk, David",1983-05-26 00:00:00,Undrafted,0,0,+1,0,0,0/0,23641,2001-01-03 19:00:00,Moose Jaw,348,7,10,7,64,17.621917808219177, 2000-2001 WHL Season
D,23,"Mojzis, Tomas",1982-05-02 00:00:00,Undrafted,0,0,0,0,4,0/0,23641,2001-01-03 19:00:00,Moose Jaw,348,7,10,7,64,18.687671232876713, 2000-2001 WHL Season
