Player Name,Position,Team,Season,Games Played,Points Per Team Points %,Player Age,Draft Eligibility,Vollman Modifier,Adjusted Point %,League Adjusted Point %,League
"Anglehart, Rémy",C,Armada, 2017-18 Regular Season,56,0.13247863247863248,18.51321173995148,True,0.7563781945637924,0.10020394885246822,0.11827892051970283,QMJHL
"Anglehart, Rémy",C,Armada, 2016-17 Regular Season,25,0.1139240506329114,17.618843028827925,True,0.9000138095702352,0.10253321881179896,0.12102834845686168,QMJHL
"Anthony, Steven",C,Sea Dogs, 2007-08 Regular Season,17,0.047619047619047616,16.621308209734348,False,1.0602179015166637,0.050486566738888745,0.059593426037666625,QMJHL
"Anthony, Steven",C,Sea Dogs, 2008-09 Regular Season,67,0.2232558139534884,17.86991092130807,False,0.8596923060379242,0.19193130553404822,0.22655222566056896,QMJHL
"Anttalainen, Aleksi",D,Armada, 2017-18 Regular Season,56,0.09821428571428573,18.831539392699504,True,0.7052547735324599,0.06926609382908089,0.0817604385909222,QMJHL
"Aquin, Pascal",LW,Islanders, 2017-18 Regular Season,57,0.2290502793296089,20.447046689902976,False,0.44580430160158224,0.10211159980818361,0.12053067704581143,QMJHL
"Aquin, Pascal",LW,Islanders, 2016-17 Regular Season,68,0.1,19.40186085488921,False,0.6136611467047928,0.06136611467047928,0.07243544673473018,QMJHL
"Archambault, Cédric",D,Foreurs, 2006-07 Regular Season,55,0.018518518518518517,19.134506618156713,False,0.6565982371240322,0.012159226613408004,0.014352530161319241,QMJHL
"Archambault, Cédric",D,Sea Dogs, 2005-06 Regular Season,63,0.025477707006369428,18.13528220717396,False,0.817073677527862,0.020817163758671643,0.024572201852870512,QMJHL
"Arsenault, Alexis",D,Huskies, 2017-18 Regular Season,58,0.06467661691542287,17.687163149217003,True,0.8890415982357496,0.05750020287096886,0.06787219469020547,QMJHL
"Arsenault, Benoit",C,Foreurs, 2005-06 Regular Season,70,0.17427385892116182,20.737389736660887,False,0.3991752082922617,0.06956580393475101,0.08211421095392259,QMJHL
"Arsenault, Jacob",D,Wildcats, 2017-18 Regular Season,58,0.01990049751243781,18.66167152417608,True,0.7325355532173221,0.014577821954573574,0.017207396156153732,QMJHL
"Arseneau, Vincent",LW,Titan, 2008-09 Regular Season,64,0.040229885057471264,16.628844896701086,False,1.0590075095898057,0.04260375038579678,0.050288692845250005,QMJHL
"Aseev, Mikhail",LW,Mooseheads, 2005-06 Regular Season,23,0.045977011494252866,18.23663949213305,False,0.8007956975634323,0.036818192991422166,0.04345952602050807,QMJHL
"Askew, Cameron",C,Cataractes, 2016-17 Regular Season,36,0.2125984251968504,19.723394294909014,False,0.5620228762376125,0.11948517841272077,0.14103813355268383,QMJHL
"Askew, Cameron",C,Wildcats, 2016-17 Regular Season,31,0.3333333333333333,19.45971930573695,False,0.604369079498646,0.20145635983288201,0.23779542668467576,QMJHL
"Askew, Cameron",RW,Islanders, 2017-18 Regular Season,30,0.15555555555555556,20.800427188060354,False,0.3890513935975073,0.060519105670723355,0.0714356527015718,QMJHL
"Askew, Cameron",RW,Cataractes, 2017-18 Regular Season,30,0.34328358208955223,20.639532158942696,False,0.41489113527380317,0.14242531509399212,0.16811625406897304,QMJHL
"Aspirot, Jonathan",D,Wildcats, 2017-18 Regular Season,66,0.11555555555555555,18.57096869563854,True,0.7471024274804505,0.08633183606440761,0.10190453064096545,QMJHL
"Aspirot, Jonathan",LW,Wildcats, 2016-17 Regular Season,63,0.07692307692307693,17.498547851653854,True,0.9193332150243911,0.07071793961726086,0.08347417097925187,QMJHL
"Aspirot, Sébastien",LW,Océanic, 2005-06 Regular Season,69,0.06077348066298342,19.418587692985295,False,0.610974816506562,0.03713106619653139,0.043828835866912864,QMJHL
"Asselin, Guillaume",RW,Junior, 2008-09 Regular Season,63,0.1887755102040816,16.383026515573114,False,1.098485941598958,0.2073672440773543,0.24477252704608413,QMJHL
"Asselin, Kevin",RW,Screaming Eagles, 2005-06 Regular Season,67,0.3911111111111111,20.919607929327306,False,0.3699109665500351,0.14467628913956926,0.17077326293217387,QMJHL
"Asselin, Mathieu",RW,Océanic, 2008-09 Regular Season,63,0.08085106382978724,18.459835216389266,False,0.7649504642478839,0.06184705881153105,0.07300314446007264,QMJHL
"Asselin, Mathieu",RW,Océanic, 2007-08 Regular Season,21,0.03636363636363636,17.504747375711204,False,0.9183375714607807,0.03339409350766475,0.039417781205768436,QMJHL
"Asselin, Samuel",C,Cataractes, 2016-17 Regular Season,67,0.2258064516129032,18.504069396396705,True,0.7578464549386892,0.17112661885712332,0.20199475152828372,QMJHL
"Asselin, Samuel",C,Cataractes, 2017-18 Regular Season,35,0.3076923076923077,19.505287507899453,True,0.5970508262313481,0.1837079465327225,0.21684552211383712,QMJHL
"Aubin, Brent",C,Remparts, 2005-06 Regular Season,32,0.3063583815028902,19.66335156930565,False,0.5716657379695129,0.1751345902449953,0.2067256881296877,QMJHL
"Aubin, Brent",C,Huskies, 2005-06 Regular Season,40,0.372093023255814,19.452412678214703,False,0.6055425238787189,0.22531814841998846,0.26596144836419755,QMJHL
"Aubin, Brent",RW,Remparts, 2006-07 Regular Season,63,0.3740458015267176,20.381292601896323,False,0.45636440813545054,0.1707011908292907,0.20149258401425735,QMJHL
"Aubin, Darren",LW,Remparts, 2006-07 Regular Season,27,0.0,17.224573195516523,False,0.9633335448000464,0.0,0.0,QMJHL
"Aubin, Martin",LW,Drakkar, 2005-06 Regular Season,19,0.0,20.646037272547268,False,0.41384641402890887,0.0,0.0,QMJHL
"Aubin, Mathieu",C,MAINEiacs, 2005-06 Regular Season,70,0.4309623430962343,19.170984578212654,False,0.6507398767390482,0.28044438202561495,0.33103145286861446,QMJHL
"Aubry, Louis-Marc",C,Junior, 2008-09 Regular Season,65,0.10945273631840796,17.21318451380914,False,0.9651625670822526,0.10563968395925152,0.12469516347244296,QMJHL
"Aubut, Maxime",D,Voltigeurs, 2005-06 Regular Season,62,0.11440677966101695,19.827474711164047,False,0.5453075613870544,0.062386882023095204,0.07364034197041522,QMJHL
"Aubut, Maxime",D,Remparts, 2006-07 Regular Season,25,0.0707070707070707,20.7843653190345,False,0.3916309297630596,0.027691075841832495,0.03268604277685103,QMJHL
"Aubé, Frédéric",D,Mooseheads, 2016-17 Regular Season,31,0.13793103448275862,20.521373241126216,False,0.43386745747513,0.05984378723794897,0.07063851909406085,QMJHL
"Aubé, Frédéric",D,Voltigeurs, 2016-17 Regular Season,28,0.19230769230769232,20.327368531436115,False,0.46502461385136007,0.08942781035603078,0.10555896244094456,QMJHL
"Aucoin, Emanuel",C,Océanic, 2016-17 Regular Season,28,0.12048192771084335,19.64824406153629,False,0.5740920037172721,0.06916771129123758,0.08164430963086268,QMJHL
"Aucoin, Yan",D,Drakkar, 2016-17 Regular Season,68,0.105,17.56037682627995,True,0.9094034816994405,0.09548736557844126,0.1127115513233595,QMJHL
"Aucoin, Yan",D,Drakkar, 2017-18 Regular Season,59,0.08900523560209424,18.457954921907913,True,0.7652524395415892,0.06811147367647652,0.08039754594223618,QMJHL
"Audy-Marchessault, Jonathan",RW,Remparts, 2008-09 Regular Season,62,0.20703125,17.85207070345669,False,0.8625574450248559,0.1785763460403022,0.21078827413376516,QMJHL
"Audy-Marchessault, Jonathan",LW,Remparts, 2007-08 Regular Season,16,0.11594202898550725,16.968835112301633,False,1.0044050809643577,0.11645276301036031,0.1374587255107254,QMJHL
"Auger, Kyle",D,Wildcats, 2017-18 Regular Season,12,0.05882352941176471,18.89208583214356,True,0.6955310153577443,0.040913589138690844,0.04829365721939602,QMJHL
"Ayotte, Mathieu",RW,Remparts, 2016-17 Regular Season,25,0.4477611940298508,20.856134313228875,False,0.38010482929544276,0.17019619222184007,0.20089649283384733,QMJHL
"Ayotte, Mathieu",RW,Tigres, 2016-17 Regular Season,14,0.21153846153846154,20.65205546061645,False,0.4128798930249986,0.08733997737067278,0.10309452232095333,QMJHL
"Bachand, Nicolas",LW,Fog Devils, 2005-06 Regular Season,69,0.2547169811320755,19.768269065311962,False,0.5548159881108989,0.1413210535754177,0.16681280383687958,QMJHL
"Bachand, Nicolas",LW,Fog Devils, 2006-07 Regular Season,45,0.14814814814814814,20.885883292945614,False,0.37532714315293436,0.05560402120784212,0.06563397630867149,QMJHL
"Bahl, Julien",D,Phoenix, 2016-17 Regular Season,62,0.11518324607329845,20.9237822304442,False,0.36924057379066166,0.0425303278711757,0.050202026243078374,QMJHL
"Bahm, Linden",RW,Cataractes, 2006-07 Regular Season,49,0.08484848484848485,17.044940004385168,False,0.9921826352957424,0.08418519329782057,0.09937067252378518,QMJHL
"Bahm, Linden",RW,Cataractes, 2007-08 Regular Season,26,0.07792207792207792,18.2958873961288,False,0.7912804841817147,0.06165821954662712,0.07278024202298948,QMJHL
"Bahm, Linden",RW,Mooseheads, 2008-09 Regular Season,66,0.13513513513513514,19.008194571634483,False,0.6768839517955021,0.09147080429668948,0.10797047536729819,QMJHL
"Bailey, Derek",LW,MAINEiacs, 2005-06 Regular Season,39,0.07751937984496124,20.61132521317375,False,0.41942117076429586,0.032513269051495805,0.038378072022286984,QMJHL
"Baillargeon, Maxim",D,Wildcats, 2016-17 Regular Season,29,0.09230769230769233,19.872364038009426,False,0.5380983354956865,0.04967061558421723,0.058630292120524855,QMJHL
"Baillargeon, Maxim",D,Screaming Eagles, 2016-17 Regular Season,36,0.04411764705882353,19.689714981393614,False,0.5674317739881856,0.025033754734772894,0.029549389225602393,QMJHL
"Baker, Jarrett",D,Voltigeurs, 2017-18 Regular Season,55,0.08333333333333333,17.224171267376132,False,0.9633980944593934,0.08028317453828278,0.09476480047970763,QMJHL
"Baker, Jarrett",D,Voltigeurs, 2016-17 Regular Season,64,0.034653465346534656,16.30662298666996,False,1.1107563483408045,0.03849155662567145,0.04543473404935869,QMJHL
"Balmas, Mitchell",LW,Olympiques, 2016-17 Regular Season,30,0.21782178217821785,18.907503641170575,True,0.6930549152280059,0.15096245678233794,0.17819334099803197,QMJHL
"Balmas, Mitchell",LW,Islanders, 2016-17 Regular Season,37,0.2013888888888889,18.666180389474615,True,0.731811429450377,0.14737869065320094,0.17396312857622923,QMJHL
"Balmas, Mitchell",LW,Titan, 2017-18 Regular Season,33,0.2380952380952381,19.95374666169897,True,0.5250282861311457,0.12500673479312993,0.14755567837743938,QMJHL
"Balmas, Mitchell",LW,Olympiques, 2017-18 Regular Season,33,0.3211009174311927,19.678572287621407,True,0.5692212906080023,0.18277747863559707,0.21574721471467195,QMJHL
"Barberio, Mark",D,Wildcats, 2008-09 Regular Season,66,0.20361990950226244,18.66491136190803,False,0.7320152352775708,0.14905287596149633,0.17593930649419404,QMJHL
"Barberio, Mark",D,Screaming Eagles, 2006-07 Regular Season,38,0.04444444444444445,16.63586711139165,False,1.0578797419105008,0.04701687741824449,0.055497867807833105,QMJHL
"Barberio, Mark",D,Wildcats, 2006-07 Regular Season,19,0.1320754716981132,16.857158996365776,False,1.0223402651836566,0.1350260727601056,0.15938232286228657,QMJHL
"Barberio, Mark",D,Wildcats, 2007-08 Regular Season,22,0.26865671641791045,17.664027379985598,False,0.8927572027743134,0.23984521865578567,0.28310893811366644,QMJHL
"Barbosa, Ryan",D,Mooseheads, 2017-18 Regular Season,37,0.034722222222222224,19.861261711208307,True,0.539881369179946,0.01874588087430368,0.02212729717137258,QMJHL
"Barnard, Vincent",D,Olympiques, 2008-09 Regular Season,57,0.03664921465968586,17.791584217367465,False,0.8722715746907852,0.0319680681823848,0.03773452682268814,QMJHL
"Barron, Justin",D,Mooseheads, 2017-18 Regular Season,49,0.1024390243902439,16.021852362161596,False,1.1564905106368477,0.11846975962621366,0.13983955166725018,QMJHL
"Barré-Boulet, Alex",C,Armada, 2017-18 Regular Season,60,0.4579831932773109,20.683583597896863,False,0.4078164741777641,0.1867730911150264,0.2204635630851116,QMJHL
"Barré-Boulet, Alex",C,Voltigeurs, 2016-17 Regular Season,37,0.35036496350364965,19.551188714986466,False,0.5896790923731738,0.20660289367819232,0.24387030172316007,QMJHL
"Barré-Boulet, Alex",C,Armada, 2016-17 Regular Season,28,0.36666666666666653,19.749179643235973,False,0.5578817492963029,0.2045566414086443,0.24145494272458934,QMJHL
"Barss, Troy",C,Olympiques, 2008-09 Regular Season,17,0.047619047619047616,18.738323765527948,False,0.7202252032562115,0.03429643825029578,0.040482892544366135,QMJHL
"Barter, Jake",D,Olympiques, 2016-17 Regular Season,28,0.052083333333333336,19.914860453432297,False,0.5312734111787734,0.027670490165561112,0.03266174381862203,QMJHL
"Barter, Jake",D,Islanders, 2016-17 Regular Season,33,0.072992700729927,19.66580912273396,False,0.5712710548889262,0.041698617145177086,0.049220290014293504,QMJHL
"Bartos, Martin",LW,Sea Dogs, 2005-06 Regular Season,43,0.2456140350877193,17.432409797457616,False,0.929954986528307,0.22840999669116313,0.26961100988460907,QMJHL
"Bartos, Martin",LW,Titan, 2006-07 Regular Season,59,0.3248945147679325,18.475493859764832,False,0.7624356861217683,0.2477111722842876,0.29239376685237267,QMJHL
"Bartulis, Oskars",D,Wildcats, 2005-06 Regular Season,54,0.12062256809338523,18.786592591436502,False,0.712473229815298,0.08594035067810989,0.10144242840426909,QMJHL
"Bartulis, Oskars",D,Screaming Eagles, 2006-07 Regular Season,50,0.18666666666666668,19.812050207442123,False,0.547784736684795,0.1022531508478284,0.12069776132102575,QMJHL
"Bashkirov, Roman",LW,Remparts, 2006-07 Regular Season,65,0.24,17.66074465384072,False,0.8932844085931806,0.21438825806236333,0.2530600043821647,QMJHL
"Bashkirov, Ruslan",RW,Remparts, 2006-07 Regular Season,60,0.23735408560311286,17.660755115856286,False,0.8932827283934808,0.21202430518288845,0.25026963735625635,QMJHL
"Basque, William",LW,Olympiques, Pre-Sea Regular Season,12,0.08823529411764706,17.432092788388672,True,0.9300058981847794,0.08205934395748055,0.09686135858913032,QMJHL
"Basque, William",C,Olympiques, 2016-17 Regular Season,60,0.03431372549019608,17.84284844188099,True,0.8640385402339135,0.02964838128253625,0.034996410554817885,QMJHL
"Basque, William",C,Olympiques, 2017-18 Regular Season,29,0.061728395061728385,18.84265926119744,True,0.7034689226516915,0.043424007571092056,0.0512569095226995,QMJHL
"Batherson, Drake",C,Screaming Eagles, 2016-17 Regular Season,61,0.23107569721115534,18.81459295143116,True,0.707976372000156,0.16359613376896032,0.19310590375913017,QMJHL
"Batherson, Drake",C,Screaming Eagles, 2017-18 Regular Season,24,0.4239130434782609,19.47012876002779,True,0.6026973211395368,0.25549125570045583,0.30157723595270197,QMJHL
"Batherson, Drake",C,Armada, 2017-18 Regular Season,24,0.3398058252427185,19.82775981135444,True,0.5452617742964772,0.18528312718812334,0.21870483673843977,QMJHL
"Beaton, Alexander",C,MAINEiacs, 2008-09 Regular Season,66,0.2568306010928962,18.58599815674946,False,0.7446886960260368,0.19125884542745208,0.22575846596934301,QMJHL
"Beaton, Alexander",C,MAINEiacs, 2007-08 Regular Season,24,0.060606060606060615,17.634473400064014,False,0.8975035719497195,0.054394155875740584,0.06420587325391192,QMJHL
"Beaucage, Alex",RW,Huskies, 2017-18 Regular Season,49,0.16770186335403728,16.4911843131826,False,1.0811157993028746,0.18130513404458146,0.21400928591193835,QMJHL
"Beauchamp, Anthony",RW,Screaming Eagles, 2016-17 Regular Season,17,0.1111111111111111,17.979436838251342,True,0.8421024437768345,0.09356693819742605,0.11044471373697466,QMJHL
"Beauchamp, Anthony",RW,Olympiques, 2017-18 Regular Season,60,0.13612565445026178,19.249077275014656,True,0.6381981896326465,0.08687514623271628,0.10254584409169125,QMJHL
"Beauchamp, Brett",D,Fog Devils, 2005-06 Regular Season,16,0.14634146341463414,19.665183458172915,False,0.5713715366174301,0.08361534682206294,0.09869803609791133,QMJHL
"Beauchemin, François",C,Islanders, 2016-17 Regular Season,30,0.2896551724137931,21.06060214963697,False,0.34726729476830265,0.10058776813978422,0.1187319738324542,QMJHL
"Beauchemin, François",C,Foreurs, 2016-17 Regular Season,39,0.4074074074074074,20.807692424826318,False,0.3878845965728934,0.15802705786303065,0.18653226774988,QMJHL
"Beaudin, Jean-Christophe",C,Huskies, 2016-17 Regular Season,65,0.3065134099616858,19.878135330134693,False,0.5371714659803684,0.1646502577717604,0.19435017257860226,QMJHL
"Beaudin, Jérémie",D,Tigres, 2017-18 Regular Season,32,0.1565217391304348,19.536231248433637,True,0.592081261501558,0.09267358875676561,0.1093902202893784,QMJHL
"Beaudin, Jérémie",D,Tigres, 2016-17 Regular Season,54,0.1368421052631579,18.84791865302181,True,0.7026242643246974,0.09614858353916912,0.11349204098987233,QMJHL
"Beaudin, Nicolas",D,Voltigeurs, 2016-17 Regular Season,64,0.19902912621359226,17.260044512046726,True,0.957636851365296,0.19059762575717057,0.22497797428490413,QMJHL
"Beaudin, Nicolas",D,Voltigeurs, 2017-18 Regular Season,63,0.2551440329218107,18.177536767382854,True,0.810287595158314,0.20674004485520767,0.24403219248047212,QMJHL
"Beaudoin, Guillaume",D,Armada, 2016-17 Regular Season,61,0.16751269035532995,20.73089538211533,False,0.4002182016322777,0.06704162768459475,0.07913471917252062,QMJHL
"Beaudoin, Tommy",RW,Huskies, 2017-18 Regular Season,59,0.13636363636363635,18.855567877569673,True,0.7013957988623107,0.09564488166304237,0.11289748044755539,QMJHL
"Beaudoin, William",D,Rocket, 2008-09 Regular Season,23,0.0,18.145722985279946,False,0.8153968885640408,0.0,0.0,QMJHL
"Beaudoin, William",D,Foreurs, 2008-09 Regular Season,35,0.040404040404040414,17.869699304560747,False,0.8597262916875441,0.03473641582575937,0.041002234080050805,QMJHL
"Beaudry, Michaël",C,Huskies, 2008-09 Regular Season,52,0.11176470588235296,16.610437333340755,False,1.061963764265475,0.11869006777084722,0.14009959939817665,QMJHL
"Beaulieu, Julien",D,Foreurs, 2005-06 Regular Season,25,0.06896551724137931,19.626761415341832,False,0.5775421166961019,0.03983049080662772,0.0470151876281254,QMJHL
"Beaulieu, Nathan",D,Sea Dogs, 2008-09 Regular Season,49,0.06289308176100629,16.161769706217036,False,1.1340197851815441,0.07132199906802164,0.08418719177916968,QMJHL
"Beaulieu, Vincent",LW,Foreurs, 2005-06 Regular Season,24,0.041237113402061855,17.401477705148057,False,0.934922680553222,0.038553512600132865,0.04550786575587289,QMJHL
"Beaulieu, Vincent",LW,Voltigeurs, 2005-06 Regular Season,36,0.05797101449275361,17.123445993902692,False,0.979574573379228,0.056786931790100165,0.06703026246648361,QMJHL
"Beaupré, Gabriel",D,Foreurs, 2008-09 Regular Season,52,0.018867924528301886,15.905881413060758,False,1.1751154450624424,0.022171989529480043,0.026171413575548492,QMJHL
"Beauregard, Alexandre",LW,Huskies, 2008-09 Regular Season,48,0.03597122302158273,17.552743957870188,False,0.910629320366048,0.03275645037287942,0.038665118835443595,QMJHL
"Beauregard, Thomas",RW,Titan, 2006-07 Regular Season,65,0.44029850746268656,20.788367697409193,False,0.39098814779608393,0.17215149791021606,0.203204500140502,QMJHL
"Beauregard, Thomas",RW,Titan, 2005-06 Regular Season,69,0.3087719298245614,19.84212893886324,False,0.5429540924185638,0.16764898292222324,0.1978898132593726,QMJHL
"Beck, Samuel",RW,Tigres, 2016-17 Regular Season,17,0.03125,18.37452605977463,True,0.7786511148001942,0.02433284733750607,0.02872205086935604,QMJHL
"Bell, Jason",D,Foreurs, 2016-17 Regular Season,55,0.1111111111111111,19.77824519710238,False,0.5532138213453579,0.06146820237170643,0.07255594920232518,QMJHL
"Bell, Jeff",D,Wildcats, 2008-09 Regular Season,26,0.024390243902439025,17.941598879216922,False,0.8481792199977622,0.02068729804872591,0.024418910728510518,QMJHL
"Bellamy, Jaxon",D,Phoenix, 2017-18 Regular Season,25,0.06818181818181818,17.134988518228372,False,0.9777208439725236,0.06666278481630843,0.07868753993437035,QMJHL
"Bellamy, Jaxon",D,Wildcats, 2017-18 Regular Season,23,0.03896103896103896,16.894226044629537,False,1.0163872972324963,0.039599505086980374,0.0467425362816642,QMJHL
"Bellavance-Martin, Etienne",C,Voltigeurs, 2007-08 Regular Season,13,0.24242424242424246,20.791860420859376,False,0.39042721640998446,0.09464902215999625,0.11172198598492693,QMJHL
"Bellavance-Martin, Etienne",C,Voltigeurs, 2006-07 Regular Season,69,0.2364341085271318,19.557259093785643,False,0.5887041895380261,0.1391897502396108,0.16429705210507473,QMJHL
"Bellefleur, Steve",LW,Cataractes, 2005-06 Regular Season,69,0.11913357400722023,19.563777945320155,False,0.5876572619815832,0.07000970991116334,0.08263818950270813,QMJHL
"Bellefleur, Steve",C,Cataractes, 2006-07 Regular Season,39,0.17692307692307693,20.40947272487559,False,0.4518386803849803,0.07994068960657344,0.09436053748926913,QMJHL
"Bellefleur, Steve",C,Sea Dogs, 2006-07 Regular Season,29,0.14814814814814814,20.731987657458113,False,0.40004278221222744,0.059265597364774436,0.06995603427347562,QMJHL
"Benoit, Christopher",C,Drakkar, 2016-17 Regular Season,61,0.07692307692307693,17.71133570611519,True,0.8851594855979008,0.06808919119983853,0.0803712441116853,QMJHL
"Benoit, Christopher",C,Drakkar, 2017-18 Regular Season,64,0.06763285024154589,18.627817926649254,True,0.7379724409801298,0.049911179583197185,0.05891424949387293,QMJHL
"Benoit, Simon",D,Cataractes, 2016-17 Regular Season,64,0.0502092050209205,18.284938164940904,True,0.793038930710491,0.03981785426161461,0.04700027167999795,QMJHL
"Benoit, Simon",D,Cataractes, 2017-18 Regular Season,58,0.1793103448275862,19.459506003845014,True,0.6044033357824907,0.10837577055410179,0.1279247903743108,QMJHL
"Berger, Kynan",C,Titan, 2016-17 Regular Season,55,0.05263157894736842,17.781258905503968,True,0.873929819776063,0.04599630630400331,0.05429320420835996,QMJHL
